Ticket,Open Time,Type,Volume,Item,Price,S / L,T / P,Close Time,Price,Commission,Taxes,Swap,Profit
50354300,2017.04.12 15:12:57,sell,0.1,usdcad,1.33096,1.33416,0,2017.04.12 17:00:29,1.32741,-0.7,0,0,26.74
50354302,2017.04.12 15:13:27,sell,0.1,usdcad,1.33082,1.33428,0,2017.04.12 17:00:31,1.32745,-0.7,0,0,25.39
50354316,2017.04.12 15:23:50,sell,0.1,usdcad,1.33124,1.33422,0,2017.04.12 17:00:33,1.32794,-0.7,0,0,24.85
50354318,2017.04.12 15:27:24,sell,0.1,usdcad,1.33139,1.33407,0,2017.04.12 17:00:36,1.32806,-0.7,0,0,25.07
50354321,2017.04.12 15:29:39,sell,0.1,usdcad,1.33157,1.33391,0,2017.04.12 17:02:01,1.32871,-0.7,0,0,21.52
50354327,2017.04.12 15:38:46,sell,0.1,usdcad,1.33153,1.33388,0,2017.04.12 17:02:04,1.32866,-0.7,0,0,21.6
50354329,2017.04.12 15:39:16,sell,0.1,usdcad,1.33161,1.33388,0,2017.04.12 17:02:07,1.32848,-0.7,0,0,23.56
50354370,2017.04.12 17:03:32,sell,0.1,usdcad,1.32927,0,0,2017.04.12 17:06:47,1.32973,-0.7,0,0,-3.46
50354424,2017.04.12 18:25:21,sell,0.1,usdcad,1.32872,0,0,2017.04.12 18:28:31,1.3283,-0.7,0,0,3.16
50354431,2017.04.12 18:27:00,sell,0.1,usdcad,1.33054,0,0,2017.04.12 18:28:26,1.32823,-0.7,0,0,17.39
50354433,2017.04.12 18:27:11,sell,0.1,usdcad,1.33005,0,0,2017.04.12 18:28:29,1.32821,-0.7,0,0,13.85
50354769,2017.04.13 11:05:47,buy,0.1,usdjpy,108.953,0,0,2017.04.13 14:08:08,109.021,-0.7,0,0,6.24
50354797,2017.04.13 11:34:13,sell,0.1,usdchf,1.00354,0,0,2017.04.13 11:45:37,1.00349,-0.7,0,0,0.5
50354819,2017.04.13 12:31:46,buy,0.1,gbpjpy,136.728,0,0,2017.04.13 14:08:12,136.731,-0.7,0,0,0.27
50354822,2017.04.13 12:38:17,buy,0.1,gbpjpy,136.629,0,0,2017.04.13 14:08:06,136.731,-0.7,0,0,9.35
50354824,2017.04.13 12:41:29,buy,0.1,eurjpy,115.962,0,0,2017.04.13 14:08:10,115.978,-0.7,0,0,1.47
50356831,2017.04.18 12:33:36,buy,0.1,gbpjpy,136.277,0,0,2017.04.18 12:54:52,136.333,-0.7,0,0,5.15
50356844,2017.04.18 12:39:55,buy,0.1,gbpjpy,136.22,0,0,2017.04.18 12:54:47,136.327,-0.7,0,0,9.84
50356848,2017.04.18 12:40:45,buy,0.1,gbpjpy,136.194,0,0,2017.04.18 12:54:44,136.345,-0.7,0,0,13.89
50356996,2017.04.18 14:33:06,sell,0.1,eurusd,1.06753,0,0,2017.04.18 22:58:57,1.07336,-0.7,0,0,-58.3
50357006,2017.04.18 14:44:00,sell,0.1,eurusd,1.0682,0,0,2017.04.18 22:59:11,1.07343,-0.7,0,0,-52.3
50357032,2017.04.18 15:24:02,sell,0.1,eurusd,1.06875,0,0,2017.04.18 22:59:04,1.07343,-0.7,0,0,-46.8
50357045,2017.04.18 15:34:49,sell,0.1,usdcad,1.33671,0,0,2017.04.18 15:52:56,1.33617,-0.7,0,0,4.04
50357074,2017.04.18 15:52:50,sell,0.1,eurusd,1.06946,0,0,2017.04.18 22:59:07,1.07343,-0.7,0,0,-39.7
50357203,2017.04.18 17:41:16,sell,0.1,usdcad,1.3379,0,0,2017.04.18 17:51:47,1.33724,-0.7,0,0,4.94
50357210,2017.04.18 18:00:50,sell,0.1,eurusd,1.06999,0,0,2017.04.18 22:58:45,1.07337,-0.7,0,0,-33.8
50357212,2017.04.18 18:23:44,sell,0.1,eurusd,1.07045,0,0,2017.04.18 22:58:50,1.07337,-0.7,0,0,-29.2
50357266,2017.04.18 20:03:03,sell,0.1,eurusd,1.07099,0,0,2017.04.18 22:58:42,1.07337,-0.7,0,0,-23.8
50357268,2017.04.18 20:03:22,sell,0.1,eurusd,1.07089,0,0,2017.04.18 22:58:37,1.07336,-0.7,0,0,-24.7
50357303,2017.04.18 20:42:53,sell,0.2,eurusd,1.07283,0,0,2017.04.18 22:58:34,1.07335,-1.4,0,0,-10.4
50357305,2017.04.18 20:43:13,sell,0.1,eurusd,1.07287,0,0,2017.04.18 22:58:30,1.07334,-0.7,0,0,-4.7
50357307,2017.04.18 20:43:20,sell,0.1,eurusd,1.07293,0,0,2017.04.18 22:58:27,1.07329,-0.7,0,0,-3.6
50357493,2017.04.19 10:10:19,sell,0.1,eurusd,1.07314,0,1.06641,2017.04.19 23:26:47,1.07148,-0.7,0,0,16.6
50357495,2017.04.19 10:10:26,sell,0.1,eurusd,1.0732,0,1.0664,2017.04.19 23:26:45,1.07148,-0.7,0,0,17.2
50357526,2017.04.19 10:36:55,sell,0.1,eurusd,1.07287,0,1.06639,2017.04.19 23:26:44,1.07148,-0.7,0,0,13.9
50357528,2017.04.19 10:41:49,sell,0.1,eurusd,1.0735,0,1.06637,2017.04.19 23:26:43,1.07148,-0.7,0,0,20.2
50357631,2017.04.19 13:38:21,sell,0.1,eurusd,1.07229,0,1.06642,2017.04.19 23:26:42,1.07148,-0.7,0,0,8.1
50357684,2017.04.19 15:17:51,sell,0.1,eurusd,1.07266,0,1.06643,2017.04.19 23:26:38,1.07148,-0.7,0,0,11.8
50357732,2017.04.19 16:42:46,sell,0.1,eurusd,1.07144,0,1.06642,2017.04.19 23:26:37,1.07148,-0.7,0,0,-0.4
50357741,2017.04.19 16:57:45,sell,0.1,eurusd,1.07045,0,1.0664,2017.04.19 23:26:36,1.07148,-0.7,0,0,-10.3
50357749,2017.04.19 17:01:17,sell,0.1,eurusd,1.07076,0,1.06644,2017.04.19 23:26:35,1.07148,-0.7,0,0,-7.2
50357757,2017.04.19 17:03:00,sell,0.1,eurusd,1.07094,0,1.06645,2017.04.19 23:26:34,1.07148,-0.7,0,0,-5.4
50357766,2017.04.19 17:09:03,sell,0.1,eurusd,1.07107,0,1.06598,2017.04.19 23:26:32,1.07148,-0.7,0,0,-4.1
50357768,2017.04.19 17:17:05,sell,0.1,eurusd,1.07094,0,1.06618,2017.04.19 23:26:27,1.07148,-0.7,0,0,-5.4
50358169,2017.04.20 09:52:56,sell,0.1,eurusd,1.07396,0,0,2017.04.20 20:10:57,1.07355,-0.7,0,0,4.1
50358171,2017.04.20 09:53:02,sell,0.1,eurusd,1.07391,0,0,2017.04.20 20:10:55,1.07355,-0.7,0,0,3.6
50358173,2017.04.20 09:53:10,sell,0.1,eurusd,1.07392,0,0,2017.04.20 20:10:53,1.07353,-0.7,0,0,3.9
50358176,2017.04.20 09:53:53,sell,0.1,eurusd,1.07471,0,0,2017.04.20 20:10:51,1.07353,-0.7,0,0,11.8
50358178,2017.04.20 09:54:00,sell,0.1,eurusd,1.07456,0,0,2017.04.20 20:10:48,1.07353,-0.7,0,0,10.3
50358180,2017.04.20 09:57:05,sell,0.1,eurusd,1.07397,0,0,2017.04.20 20:10:46,1.07353,-0.7,0,0,4.4
50358235,2017.04.20 10:58:29,sell,0.1,eurusd,1.07482,0,0,2017.04.20 20:10:41,1.07356,-0.7,0,0,12.6
50358244,2017.04.20 11:08:53,sell,0.1,eurusd,1.0754,0,0,2017.04.20 20:10:44,1.07356,-0.7,0,0,18.4
50358246,2017.04.20 11:09:14,sell,0.1,eurusd,1.07553,0,0,2017.04.20 20:10:36,1.07356,-0.7,0,0,19.7
50358249,2017.04.20 11:12:09,sell,0.1,eurusd,1.07562,0,0,2017.04.20 20:10:39,1.07356,-0.7,0,0,20.6
50358252,2017.04.20 11:13:12,sell,0.1,eurusd,1.07577,0,0,2017.04.20 20:10:35,1.07356,-0.7,0,0,22.1
50358256,2017.04.20 11:16:29,sell,0.1,eurusd,1.07603,0,0,2017.04.20 20:10:33,1.07356,-0.7,0,0,24.7
50358553,2017.04.21 10:09:14,sell,0.1,usdjpy,109.294,0,0,2017.04.21 10:09:34,109.298,-0.7,0,0,-0.37
50358555,2017.04.21 10:09:30,sell,0.1,eurusd,1.07295,0,0,2017.04.21 11:36:40,1.07201,-0.7,0,0,9.4
50358562,2017.04.21 10:17:02,buy,0.1,usdjpy,109.24,0,0,2017.04.21 17:20:07,109.169,-0.7,0,0,-6.5
50358566,2017.04.21 10:17:44,sell,0.1,eurusd,1.07364,0,0,2017.04.21 11:36:36,1.07195,-0.7,0,0,16.9
50358568,2017.04.21 10:17:49,sell,0.1,eurusd,1.07347,0,0,2017.04.21 11:36:38,1.07197,-0.7,0,0,15
50358589,2017.04.21 10:48:42,buy,0.1,usdjpy,109.176,0,0,2017.04.21 17:19:58,109.173,-0.7,0,0,-0.27
50358591,2017.04.21 10:49:36,buy,0.1,usdjpy,109.183,0,0,2017.04.21 17:19:55,109.17,-0.7,0,0,-1.19
50358594,2017.04.21 10:52:01,buy,0.1,usdjpy,109.229,0,0,2017.04.21 17:20:01,109.177,-0.7,0,0,-4.76
50358596,2017.04.21 10:55:10,buy,0.1,usdjpy,109.217,0,0,2017.04.21 17:20:04,109.172,-0.7,0,0,-4.12
50358598,2017.04.21 10:56:30,buy,0.1,usdjpy,109.246,0,0,2017.04.21 17:20:09,109.169,-0.7,0,0,-7.05
50358600,2017.04.21 11:03:08,buy,0.1,usdjpy,109.157,0,0,2017.04.21 17:19:46,109.183,-0.7,0,0,2.38
50358606,2017.04.21 11:09:10,buy,0.1,usdjpy,109.143,0,0,2017.04.21 17:19:43,109.181,-0.7,0,0,3.48
50358622,2017.04.21 11:36:59,buy,0.1,usdjpy,109.094,0,0,2017.04.21 17:19:41,109.18,-0.7,0,0,7.88
50358643,2017.04.21 12:51:52,buy,0.1,usdjpy,109.182,0,0,2017.04.21 17:19:53,109.174,-0.7,0,0,-0.73
50358645,2017.04.21 12:52:11,buy,0.1,usdjpy,109.166,0,0,2017.04.21 17:19:50,109.182,-0.7,0,0,1.47
50358665,2017.04.21 13:31:57,buy,0.1,usdjpy,109.072,0,0,2017.04.21 17:19:38,109.182,-0.7,0,0,10.07
50358667,2017.04.21 13:32:03,buy,0.1,usdjpy,109.079,0,0,2017.04.21 17:19:35,109.176,-0.7,0,0,8.88
50358704,2017.04.21 15:10:41,buy,0.1,gbpusd,1.2776,0,0,2017.04.21 15:33:08,1.27863,-0.7,0,0,10.3
50358755,2017.04.21 17:02:13,buy,0.1,gbpusd,1.27835,0,0,2017.04.21 17:09:55,1.27947,-0.7,0,0,11.2
50359160,2017.04.24 16:34:58,buy,0.1,gbpusd,1.27865,0,0,2017.04.24 17:56:24,1.27854,-0.7,0,0,-1.1
50359173,2017.04.24 16:50:30,buy,0.1,gbpusd,1.27802,0,0,2017.04.24 17:56:17,1.27855,-0.7,0,0,5.3
50359195,2017.04.24 18:02:49,buy,0.1,usdjpy,109.95,0,0,2017.04.24 22:58:43,109.724,-0.7,0,0,-20.6
50359210,2017.04.24 18:19:05,buy,0.1,usdjpy,109.83,0,0,2017.04.24 22:58:41,109.724,-0.7,0,0,-9.66
50359212,2017.04.24 18:19:10,buy,0.1,usdjpy,109.83,0,0,2017.04.24 22:58:36,109.723,-0.7,0,0,-9.75
50359213,2017.04.24 18:57:55,buy,0.1,usdjpy,109.73,0,0,2017.04.24 22:58:35,109.725,-0.7,0,0,-0.46
50359222,2017.04.24 18:24:10,buy,0.1,usdjpy,109.782,0,0,2017.04.24 22:58:38,109.724,-0.7,0,0,-5.29
50359406,2017.04.25 16:01:43,sell,0.1,eurusd,1.08854,0,0,2017.04.25 17:59:26,1.0926,-0.7,0,0,-40.6
50359408,2017.04.25 16:04:40,buy,0.1,usdcad,1.35928,0,0,2017.04.25 16:06:33,1.35957,-0.7,0,0,2.13
50359412,2017.04.25 16:05:50,sell,0.1,eurusd,1.08835,0,0,2017.04.25 17:59:22,1.0926,-0.7,0,0,-42.5
50359414,2017.04.25 16:06:27,sell,0.1,eurusd,1.0884,0,0,2017.04.25 17:59:24,1.0926,-0.7,0,0,-42
50359418,2017.04.25 16:12:45,sell,0.1,eurusd,1.08897,0,0,2017.04.25 17:59:28,1.0926,-0.7,0,0,-36.3
50359420,2017.04.25 16:14:49,sell,0.1,eurusd,1.08897,0,0,2017.04.25 17:59:15,1.0926,-0.7,0,0,-36.3
50359445,2017.04.25 16:47:41,sell,0.1,eurusd,1.08936,0,0,2017.04.25 17:59:14,1.0926,-0.7,0,0,-32.4
50359448,2017.04.25 16:50:36,sell,0.1,eurusd,1.08964,0,0,2017.04.25 17:59:12,1.09261,-0.7,0,0,-29.7
50359483,2017.04.25 17:14:26,sell,0.1,eurusd,1.09115,0,0,2017.04.25 17:59:11,1.0926,-0.7,0,0,-14.5
50359485,2017.04.25 17:14:30,sell,0.1,eurusd,1.09114,0,0,2017.04.25 17:59:19,1.09261,-0.7,0,0,-14.7
50359488,2017.04.25 17:14:38,sell,0.1,eurusd,1.09106,0,0,2017.04.25 17:59:07,1.0926,-0.7,0,0,-15.4
50359492,2017.04.25 17:19:52,sell,0.1,eurusd,1.09194,0,0,2017.04.25 17:59:09,1.09259,-0.7,0,0,-6.5
50359494,2017.04.25 17:20:01,sell,0.1,eurusd,1.09191,0,0,2017.04.25 17:59:05,1.0926,-0.7,0,0,-6.9
